,ds,y
3540,2018:01:17 04:14:41,3.5
3541,2018:01:17 04:31:10,3.6
3542,2018:01:17 04:35:18,2.8
3543,2018:01:17 04:37:22,2.9
3544,2018:01:17 04:45:34,3.0
3545,2018:01:17 04:53:49,3.0
3546,2018:01:17 04:55:53,3.0
3547,2018:01:17 05:00:01,3.1
3548,2018:01:17 05:08:16,3.2
3549,2018:01:17 05:16:30,3.3
3550,2018:01:17 05:24:46,3.4
3551,2018:01:17 05:35:05,3.5
3552,2018:01:17 05:37:08,3.3
3553,2018:01:17 05:39:12,3.5
3554,2018:01:17 05:41:16,3.4
3555,2018:01:17 05:47:26,3.6
3556,2018:01:17 05:49:30,3.5
3557,2018:01:17 05:51:33,3.7
3558,2018:01:17 05:53:37,3.5
3559,2018:01:17 06:03:56,3.6
3560,2018:01:17 06:18:22,3.7
3561,2018:01:17 06:30:43,3.8
3562,2018:01:17 06:34:51,3.9
3563,2018:01:17 06:36:55,3.4
3564,2018:01:17 06:49:16,3.5
3565,2018:01:17 07:03:41,3.6
3566,2018:01:17 07:16:02,3.7
3567,2018:01:17 07:18:06,3.8
3568,2018:01:17 07:26:19,3.9
3569,2018:01:17 07:30:27,3.8
3570,2018:01:17 07:32:31,3.9
3571,2018:01:17 07:36:38,3.8
3572,2018:01:17 07:46:56,3.9
3573,2018:01:17 07:57:15,4.0
3574,2018:01:17 07:59:19,3.9
3575,2018:01:17 08:01:22,4.0
3576,2018:01:17 08:11:38,4.1
3577,2018:01:17 08:19:53,4.2
3578,2018:01:17 08:28:09,4.3
3579,2018:01:17 08:34:21,3.9
3580,2018:01:17 08:38:29,4.0
3581,2018:01:17 08:48:47,4.1
3582,2018:01:17 08:59:06,4.2
3583,2018:01:17 09:05:18,4.3
3584,2018:01:17 09:11:30,4.4
3585,2018:01:17 09:15:38,4.5
3586,2018:01:17 09:21:50,4.6
3587,2018:01:17 09:28:02,4.7
3588,2018:01:17 09:34:11,4.8
3589,2018:01:17 09:36:15,4.5
3590,2018:01:17 09:42:26,4.6
3591,2018:01:17 09:48:37,4.7
3592,2018:01:17 09:54:48,4.8
3593,2018:01:17 10:03:01,4.9
3594,2018:01:17 10:15:22,5.2
3595,2018:01:17 10:07:09,5.0
3596,2018:01:17 10:11:15,5.1
3597,2018:01:17 10:19:28,5.3
3598,2018:01:17 10:25:40,5.4
3599,2018:01:17 10:29:45,5.5
3600,2018:01:17 10:33:52,5.6
3601,2018:01:17 10:40:04,5.7
3602,2018:01:17 10:44:11,5.8
3603,2018:01:17 10:50:23,5.9
3604,2018:01:17 10:56:32,6.0
3605,2018:01:17 11:02:42,6.1
3606,2018:01:17 11:06:50,6.2
3607,2018:01:17 11:15:06,6.3
3608,2018:01:17 11:21:16,6.4
3609,2018:01:17 11:25:23,6.5
3610,2018:01:17 11:33:37,6.6
3611,2018:01:17 11:43:55,6.7
3612,2018:01:17 11:52:06,6.8
3613,2018:01:17 11:58:16,6.9
3614,2018:01:17 12:04:27,7.0
3615,2018:01:17 12:10:39,7.1
3616,2018:01:17 12:18:52,7.2
3617,2018:01:17 12:31:15,7.3
3618,2018:01:17 12:35:23,7.1
3619,2018:01:17 12:45:41,7.2
3620,2018:01:17 12:58:04,7.3
3621,2018:01:17 13:33:04,7.4
3622,2018:01:17 13:35:08,7.1
3623,2018:01:17 14:34:50,7.5
3624,2018:01:17 15:07:47,7.4
3625,2018:01:17 15:20:07,7.2
3626,2018:01:17 15:34:33,7.1
3627,2018:01:17 15:36:37,7.0
3628,2018:01:17 15:44:53,6.9
3629,2018:01:17 16:05:30,6.8
3630,2018:01:17 16:19:56,6.7
3631,2018:01:17 16:32:17,6.6
3632,2018:01:17 16:36:24,6.7
3633,2018:01:17 16:40:30,6.6
3634,2018:01:17 16:50:50,6.5
3635,2018:01:17 17:05:15,6.4
3636,2018:01:17 17:15:34,6.3
3637,2018:01:17 17:25:53,6.2
3638,2018:01:17 17:36:10,5.7
3639,2018:01:17 17:44:24,5.6
3640,2018:01:17 17:50:35,5.5
3641,2018:01:17 18:09:09,5.4
3642,2018:01:17 18:27:42,5.5
3643,2018:01:17 18:29:46,5.4
3644,2018:01:17 18:33:54,5.5
3645,2018:01:17 18:35:58,5.4
3646,2018:01:17 18:40:04,5.3
3647,2018:01:17 18:42:08,5.4
3648,2018:01:17 18:52:28,5.3
3649,2018:01:17 20:18:59,5.2
3650,2018:01:17 20:35:26,5.7
3651,2018:01:17 20:39:34,5.6
3652,2018:01:17 21:10:31,5.7
3653,2018:01:17 21:18:47,5.8
3654,2018:01:17 21:29:05,5.9
3655,2018:01:17 21:35:16,6.3
3656,2018:01:17 21:39:24,6.4
3657,2018:01:17 21:40:39,6.4
3658,2018:01:17 21:46:53,6.4
3659,2018:01:17 21:49:43,6.5
3660,2018:01:17 21:57:56,6.6
3661,2018:01:17 22:04:07,6.7
3662,2018:01:17 22:20:37,7.0
3663,2018:01:17 22:10:19,6.8
3664,2018:01:17 22:16:30,6.9
3665,2018:01:17 22:26:49,7.1
3666,2018:01:17 22:33:00,7.2
3667,2018:01:17 22:35:04,6.9
3668,2018:01:17 22:39:11,7.0
3669,2018:01:17 22:43:19,7.1
3670,2018:01:17 22:47:26,7.2
3671,2018:01:17 22:51:33,7.3
3672,2018:01:17 22:55:39,7.4
3673,2018:01:17 22:59:45,7.5
3674,2018:01:17 23:07:58,7.6
3675,2018:01:17 23:14:09,7.7
3676,2018:01:17 23:20:19,7.8
3677,2018:01:17 23:26:31,7.9
3678,2018:01:17 23:57:26,7.4
3679,2018:01:17 23:32:42,8.0
3680,2018:01:17 23:34:45,7.0
3681,2018:01:17 23:40:56,7.1
3682,2018:01:17 23:45:04,7.2
3683,2018:01:17 23:51:15,7.3
3684,2018:01:17 23:55:23,7.3
3685,2018:01:17 23:53:19,7.4
3686,2018:01:18 00:07:43,7.7
3687,2018:01:18 00:01:32,7.5
3688,2018:01:18 00:03:35,7.6
3689,2018:01:18 00:09:46,7.8
3690,2018:01:18 00:11:50,7.9
3691,2018:01:18 00:13:54,8.0
3692,2018:01:18 00:15:58,8.1
3693,2018:01:18 00:20:05,8.2
3694,2018:01:18 00:24:13,8.4
3695,2018:01:18 00:28:21,8.5
3696,2018:01:18 00:32:28,8.7
3697,2018:01:18 00:34:32,8.4
3698,2018:01:18 00:40:44,8.6
3699,2018:01:18 00:38:40,8.5
3700,2018:01:18 00:42:48,8.7
3701,2018:01:18 00:46:55,8.8
3702,2018:01:18 00:53:07,9.0
3703,2018:01:18 00:48:59,8.9
3704,2018:01:18 00:55:11,9.1
3705,2018:01:18 00:59:18,9.2
3706,2018:01:18 01:01:21,9.3
3707,2018:01:18 01:05:29,9.4
3708,2018:01:18 01:07:33,9.5
3709,2018:01:18 01:09:36,9.6
3710,2018:01:18 01:13:44,9.7
3711,2018:01:18 01:15:48,9.8
3712,2018:01:18 01:19:55,9.9
3713,2018:01:18 01:21:59,10.0
3714,2018:01:18 01:24:02,10.1
3715,2018:01:18 01:28:09,10.2
3716,2018:01:18 01:30:12,10.3
3717,2018:01:18 01:34:18,10.1
3718,2018:01:18 01:36:22,10.2
3719,2018:01:18 01:40:30,10.3
3720,2018:01:18 01:44:37,10.4
3721,2018:01:18 01:46:41,10.5
3722,2018:01:18 01:50:48,10.6
3723,2018:01:18 01:52:50,10.7
3724,2018:01:18 01:56:57,10.8
3725,2018:01:18 01:59:01,10.9
3726,2018:01:18 02:03:08,11.0
3727,2018:01:18 02:05:12,11.0
3728,2018:01:18 02:07:16,11.1
3729,2018:01:18 02:11:24,11.2
3730,2018:01:18 02:15:32,11.3
3731,2018:01:18 02:19:38,11.4
3732,2018:01:18 02:23:45,11.5
3733,2018:01:18 02:27:53,11.6
3734,2018:01:18 02:32:00,11.7
3735,2018:01:18 02:38:11,11.0
3736,2018:01:18 02:36:07,10.9
3737,2018:01:18 02:42:18,11.1
3738,2018:01:18 02:52:37,11.3
3739,2018:01:18 02:48:30,11.2
3740,2018:01:18 02:58:48,11.4
3741,2018:01:18 03:40:05,11.5
3742,2018:01:18 03:42:09,11.4
3743,2018:01:18 03:56:35,11.3
3744,2018:01:18 03:52:27,11.3
3745,2018:01:18 03:54:31,11.4
3746,2018:01:18 04:04:47,11.2
3747,2018:01:18 04:10:57,11.1
3748,2018:01:18 04:15:04,11.0
3749,2018:01:18 04:27:26,10.8
3750,2018:01:18 04:21:15,10.9
3751,2018:01:18 04:31:33,10.7
3752,2018:01:18 04:35:40,10.9
3753,2018:01:18 04:39:48,10.6
3754,2018:01:18 04:33:36,10.6
3755,2018:01:18 04:37:46,10.7
3756,2018:01:18 04:41:51,10.7
3757,2018:01:18 04:43:55,10.5
3758,2018:01:18 04:48:02,10.6
3759,2018:01:18 05:00:26,10.2
3760,2018:01:18 04:50:06,10.4
3761,2018:01:18 04:58:22,10.4
3762,2018:01:18 04:54:14,10.5
3763,2018:01:18 04:56:18,10.3
3764,2018:01:18 05:04:31,10.3
3765,2018:01:18 05:08:39,10.2
3766,2018:01:18 05:10:43,10.1
3767,2018:01:18 05:14:50,10.0
3768,2018:01:18 05:18:55,10.0
3769,2018:01:18 05:16:53,9.9
3770,2018:01:18 05:23:01,9.9
3771,2018:01:18 05:27:09,9.8
3772,2018:01:18 05:31:16,9.5
3773,2018:01:18 05:35:24,9.4
3774,2018:01:18 05:37:27,10.2
3775,2018:01:18 05:39:30,10.1
3776,2018:01:18 05:43:36,10.0
3777,2018:01:18 05:47:44,9.9
3778,2018:01:18 05:49:46,10.1
3779,2018:01:18 05:53:52,10.0
3780,2018:01:18 05:57:58,9.9
3781,2018:01:18 06:02:05,9.8
3782,2018:01:18 06:08:17,9.7
3783,2018:01:18 06:12:25,9.1
3784,2018:01:18 06:14:29,9.6
3785,2018:01:18 06:16:32,9.1
3786,2018:01:18 06:18:36,9.5
3787,2018:01:18 06:20:40,9.4
3788,2018:01:18 06:22:44,9.0
3789,2018:01:18 06:24:48,8.9
3790,2018:01:18 06:33:03,8.8
3791,2018:01:18 06:41:18,9.2
3792,2018:01:18 06:35:07,9.2
3793,2018:01:18 06:39:14,9.3
3794,2018:01:18 06:43:22,9.1
3795,2018:01:18 06:51:37,9.0
3796,2018:01:18 07:03:59,8.9
3797,2018:01:18 07:06:03,8.8
3798,2018:01:18 07:18:24,8.7
3799,2018:01:18 07:22:30,8.6
3800,2018:01:18 07:34:52,7.8
3801,2018:01:18 07:28:40,8.5
3802,2018:01:18 07:43:06,7.7
3803,2018:01:18 07:45:10,8.2
3804,2018:01:18 07:47:13,7.7
3805,2018:01:18 07:53:22,8.0
3806,2018:01:18 07:55:26,7.6
3807,2018:01:18 08:03:39,7.5
3808,2018:01:18 08:01:36,8.0
3809,2018:01:18 08:22:12,7.4
3810,2018:01:18 08:35:37,6.9
3811,2018:01:18 08:39:44,6.8
3812,2018:01:18 09:06:31,6.9
3813,2018:01:18 09:16:51,7.0
3814,2018:01:18 09:20:58,7.0
3815,2018:01:18 09:23:02,7.0
3816,2018:01:18 09:27:09,7.1
3817,2018:01:18 09:35:24,6.9
3818,2018:01:18 09:39:30,7.0
3819,2018:01:18 09:43:37,7.0
3820,2018:01:18 09:45:41,7.0
3821,2018:01:18 09:51:53,7.1
3822,2018:01:18 09:49:49,7.3
3823,2018:01:18 10:00:09,7.2
3824,2018:01:18 10:06:20,7.3
3825,2018:01:18 10:12:32,7.4
3826,2018:01:18 10:18:43,7.5
3827,2018:01:18 10:24:53,7.6
3828,2018:01:18 10:31:04,7.7
3829,2018:01:18 10:35:11,7.6
3830,2018:01:18 10:41:22,7.7
3831,2018:01:18 10:49:35,7.8
3832,2018:01:18 11:12:14,8.1
3833,2018:01:18 10:55:46,7.9
3834,2018:01:18 11:04:01,8.0
3835,2018:01:18 11:08:07,7.7
3836,2018:01:18 11:16:21,7.8
3837,2018:01:18 11:30:44,7.9
3838,2018:01:18 11:36:53,8.1
3839,2018:01:18 11:38:57,8.2
3840,2018:01:18 11:41:00,8.3
3841,2018:01:18 11:51:18,8.4
3842,2018:01:18 11:59:33,8.5
3843,2018:01:18 12:11:56,8.4
3844,2018:01:18 12:14:00,8.5
3845,2018:01:18 12:36:41,8.4
3846,2018:01:18 12:40:49,8.5
3847,2018:01:18 13:13:43,8.4
3848,2018:01:18 13:32:18,8.3
3849,2018:01:18 13:36:25,8.6
3850,2018:01:18 13:34:22,8.7
3851,2018:01:18 13:59:06,8.5
3852,2018:01:18 14:11:27,8.4
3853,2018:01:18 14:23:46,8.3
3854,2018:01:18 14:31:59,8.2
3855,2018:01:18 14:36:06,8.4
3856,2018:01:18 14:40:14,8.3
3857,2018:01:18 15:00:51,8.2
3858,2018:01:18 15:11:07,8.1
3859,2018:01:18 15:19:23,8.0
3860,2018:01:18 15:21:27,8.0
3861,2018:01:18 15:23:30,7.9
3862,2018:01:18 15:29:41,7.8
3863,2018:01:18 15:37:55,8.3
3864,2018:01:18 15:39:59,8.2
3865,2018:01:18 15:50:17,8.1
3866,2018:01:18 16:00:35,8.0
3867,2018:01:18 16:06:45,7.9
3868,2018:01:18 16:12:54,7.8
3869,2018:01:18 16:19:04,7.7
3870,2018:01:18 16:25:14,7.6
3871,2018:01:18 16:29:22,7.5
3872,2018:01:18 16:33:30,7.7
3873,2018:01:18 16:35:34,7.6
3874,2018:01:18 16:41:46,7.5
3875,2018:01:18 16:58:16,7.3
3876,2018:01:18 16:50:01,7.4
3877,2018:01:18 17:04:28,7.2
3878,2018:01:18 17:10:39,7.1
3879,2018:01:18 17:23:02,6.9
3880,2018:01:18 17:16:50,7.0
3881,2018:01:18 17:29:12,6.8
3882,2018:01:18 17:33:19,6.6
3883,2018:01:18 17:35:23,6.5
3884,2018:01:18 17:41:34,6.2
3885,2018:01:18 17:47:46,6.1
3886,2018:01:18 17:53:57,6.0
3887,2018:01:18 18:00:07,5.9
3888,2018:01:18 18:06:17,5.8
3889,2018:01:18 18:14:29,5.7
3890,2018:01:18 18:18:37,5.8
3891,2018:01:18 18:20:40,5.6
3892,2018:01:18 18:22:44,5.8
3893,2018:01:18 18:24:48,5.6
3894,2018:01:18 18:26:52,5.7
3895,2018:01:18 18:31:00,5.6
3896,2018:01:18 18:33:03,5.8
3897,2018:01:18 18:35:07,5.7
3898,2018:01:18 18:43:22,5.6
3899,2018:01:18 18:45:25,5.5
3900,2018:01:18 18:47:29,5.6
3901,2018:01:18 18:49:33,5.5
3902,2018:01:18 18:51:36,5.4
3903,2018:01:18 18:53:40,5.5
3904,2018:01:18 19:06:01,5.3
3905,2018:01:18 18:57:48,5.4
3906,2018:01:18 19:14:16,5.2
3907,2018:01:18 19:24:33,5.1
3908,2018:01:18 19:32:46,5.0
3909,2018:01:18 19:34:49,5.3
3910,2018:01:18 19:43:04,5.2
3911,2018:01:18 19:53:22,5.1
3912,2018:01:18 20:03:41,5.0
3913,2018:01:18 20:11:56,4.9
3914,2018:01:18 20:20:10,4.8
3915,2018:01:18 20:30:27,4.7
3916,2018:01:18 20:32:31,4.9
3917,2018:01:18 20:40:46,4.8
3918,2018:01:18 20:51:05,4.7
3919,2018:01:18 21:01:21,4.6
3920,2018:01:18 21:11:39,4.5
3921,2018:01:18 21:21:57,4.4
3922,2018:01:18 21:32:16,4.3
3923,2018:01:18 21:34:20,4.4
3924,2018:01:18 21:54:52,4.2
3925,2018:01:18 21:42:33,4.3
3926,2018:01:18 22:11:23,4.1
3927,2018:01:18 22:25:47,4.0
3928,2018:01:18 22:31:59,4.0
3929,2018:01:18 22:34:02,3.9
3930,2018:01:18 22:36:05,3.8
3931,2018:01:18 23:02:52,3.7
3932,2018:01:18 23:33:46,3.6
3933,2018:01:19 00:11:22,3.5
3934,2018:01:19 00:33:59,3.2
3935,2018:01:19 01:15:11,3.3
3936,2018:01:19 01:33:43,3.0
3937,2018:01:19 01:37:50,3.1
3938,2018:01:19 02:08:47,3.3
3939,2018:01:19 02:12:55,3.4
3940,2018:01:19 02:14:58,3.1
3941,2018:01:19 02:17:02,3.4
3942,2018:01:19 02:27:21,3.5
3943,2018:01:19 02:37:40,2.7
3944,2018:01:19 02:33:32,2.6
3945,2018:01:19 02:54:12,2.8
3946,2018:01:19 03:08:36,2.9
3947,2018:01:19 03:16:51,3.0
3948,2018:01:19 03:29:10,3.1
3949,2018:01:19 03:33:18,2.4
3950,2018:01:19 03:41:33,2.5
3951,2018:01:19 04:00:06,2.6
3952,2018:01:19 04:10:24,2.7
3953,2018:01:19 04:18:38,2.8
3954,2018:01:19 04:26:52,2.9
3955,2018:01:19 04:33:03,2.2
3956,2018:01:19 04:51:37,2.3
3957,2018:01:19 05:04:00,2.4
3958,2018:01:19 05:12:14,2.5
3959,2018:01:19 05:22:33,2.6
3960,2018:01:19 05:28:43,2.5
3961,2018:01:19 05:32:50,1.7
3962,2018:01:19 05:49:19,1.8
3963,2018:01:19 05:51:23,2.9
3964,2018:01:19 05:53:27,1.8
3965,2018:01:19 06:05:48,1.9
3966,2018:01:19 06:11:59,2.0
3967,2018:01:19 06:20:12,2.1
3968,2018:01:19 06:26:22,2.2
3969,2018:01:19 06:32:34,2.3
3970,2018:01:19 06:34:37,1.5
3971,2018:01:19 06:42:52,1.6
3972,2018:01:19 06:49:34,1.6
3973,2018:01:19 06:55:46,3.6
3974,2018:01:19 06:57:50,1.7
3975,2018:01:19 07:04:01,1.8
3976,2018:01:19 07:10:12,1.9
3977,2018:01:19 07:16:24,2.0
3978,2018:01:19 07:18:28,2.0
3979,2018:01:19 07:20:32,2.0
3980,2018:01:19 07:22:36,2.1
3981,2018:01:19 07:34:57,1.5
3982,2018:01:19 07:28:46,2.2
3983,2018:01:19 07:32:53,2.3
3984,2018:01:19 07:45:16,1.6
3985,2018:01:19 07:55:33,1.7
3986,2018:01:19 08:03:49,1.8
3987,2018:01:19 08:07:54,1.9
3988,2018:01:19 08:12:02,2.0
3989,2018:01:19 08:14:04,2.0
3990,2018:01:19 08:16:07,2.0
3991,2018:01:19 08:22:18,2.2
3992,2018:01:19 08:18:10,2.1
3993,2018:01:19 08:26:25,2.3
3994,2018:01:19 08:30:33,2.4
3995,2018:01:19 08:28:29,2.2
3996,2018:01:19 08:32:35,1.6
3997,2018:01:19 08:36:40,1.7
3998,2018:01:19 08:44:55,1.8
3999,2018:01:19 08:53:12,1.9
4000,2018:01:19 09:01:27,2.2
4001,2018:01:19 09:03:29,2.1
4002,2018:01:19 09:07:37,2.2
4003,2018:01:19 09:11:46,2.3
4004,2018:01:19 09:15:52,2.4
4005,2018:01:19 09:40:34,2.2
4006,2018:01:19 09:19:59,2.5
4007,2018:01:19 09:24:07,2.6
4008,2018:01:19 09:28:13,2.7
4009,2018:01:19 09:32:20,2.0
4010,2018:01:19 09:34:24,2.1
4011,2018:01:19 09:46:46,2.3
4012,2018:01:19 09:52:57,2.4
4013,2018:01:19 09:59:09,2.5
4014,2018:01:19 10:03:15,2.6
4015,2018:01:19 10:09:26,2.8
4016,2018:01:19 10:07:23,2.7
4017,2018:01:19 10:13:32,2.9
4018,2018:01:19 10:17:40,3.0
4019,2018:01:19 10:19:43,3.1
4020,2018:01:19 10:23:49,3.2
4021,2018:01:19 10:25:53,3.3
4022,2018:01:19 10:30:02,3.4
4023,2018:01:19 10:32:04,3.5
4024,2018:01:19 10:34:08,3.8
4025,2018:01:19 10:38:17,3.9
4026,2018:01:19 10:44:26,4.0
4027,2018:01:19 10:50:38,4.1
4028,2018:01:19 10:54:45,4.2
4029,2018:01:19 11:00:58,4.3
4030,2018:01:19 11:05:05,4.4
4031,2018:01:19 11:11:17,4.5
4032,2018:01:19 11:15:25,4.6
4033,2018:01:19 11:19:32,4.7
4034,2018:01:19 11:25:43,4.8
4035,2018:01:19 11:29:50,4.9
4036,2018:01:19 11:33:58,5.1
4037,2018:01:19 11:38:04,5.2
4038,2018:01:19 11:44:14,5.3
4039,2018:01:19 11:50:25,5.4
4040,2018:01:19 11:58:40,5.5
4041,2018:01:19 12:09:00,5.6
4042,2018:01:19 12:17:13,5.7
4043,2018:01:19 12:25:27,5.8
4044,2018:01:19 12:35:46,6.1
4045,2018:01:19 12:33:42,6.0
4046,2018:01:19 12:48:08,6.2
4047,2018:01:19 13:04:37,6.3
4048,2018:01:19 13:27:16,6.4
4049,2018:01:19 13:33:26,6.1
4050,2018:01:19 14:00:14,6.2
4051,2018:01:19 14:33:10,6.6
4052,2018:01:19 15:06:07,6.5
4053,2018:01:19 15:24:40,6.3
4054,2018:01:19 15:20:34,6.4
4055,2018:01:19 15:28:46,6.5
4056,2018:01:19 15:30:51,6.3
4057,2018:01:19 15:34:57,6.1
4058,2018:01:19 15:37:00,6.2
4059,2018:01:19 15:49:22,6.1
4060,2018:01:19 16:05:49,6.0
4061,2018:01:19 16:18:14,5.9
4062,2018:01:19 16:30:35,5.8
4063,2018:01:19 16:36:45,6.0
4064,2018:01:19 16:38:50,5.9
4065,2018:01:19 16:51:09,5.8
4066,2018:01:19 17:05:37,5.7
4067,2018:01:19 17:17:58,5.6
4068,2018:01:19 17:30:19,5.5
4069,2018:01:19 17:34:26,5.3
4070,2018:01:19 17:36:30,5.2
4071,2018:01:19 17:55:04,5.0
4072,2018:01:19 17:48:51,5.1
4073,2018:01:19 18:01:15,5.1
4074,2018:01:19 18:03:18,5.0
4075,2018:01:19 18:05:21,5.1
4076,2018:01:19 18:07:25,5.0
4077,2018:01:19 18:13:37,4.9
4078,2018:01:19 18:17:45,5.0
4079,2018:01:19 18:19:49,4.9
4080,2018:01:19 18:23:55,4.8
4081,2018:01:19 18:30:06,4.9
4082,2018:01:19 18:32:09,4.8
4083,2018:01:19 18:34:13,4.7
4084,2018:01:19 18:40:25,4.6
4085,2018:01:19 18:52:48,4.5
4086,2018:01:19 19:07:14,4.4
4087,2018:01:19 19:21:39,4.3
4088,2018:01:19 19:36:05,4.1
4089,2018:01:19 19:50:30,4.0
4090,2018:01:19 20:00:46,3.9
4091,2018:01:19 20:02:50,4.0
4092,2018:01:19 20:06:56,3.9
4093,2018:01:19 20:23:24,3.8
4094,2018:01:19 20:35:45,3.6
4095,2018:01:19 20:39:52,3.5
4096,2018:01:19 20:56:23,3.4
4097,2018:01:19 21:25:13,3.3
4098,2018:01:19 21:35:29,3.4
4099,2018:01:19 21:58:09,3.3
4100,2018:01:19 22:35:12,3.1
4101,2018:01:19 23:16:24,3.2
4102,2018:01:19 23:37:00,2.9
4103,2018:01:19 23:41:07,3.0
4104,2018:01:19 23:53:28,3.0
4105,2018:01:19 23:55:32,3.0
4106,2018:01:20 00:03:48,3.1
4107,2018:01:20 00:16:08,3.2
4108,2018:01:20 00:28:29,3.3
4109,2018:01:20 00:36:44,2.7
4110,2018:01:20 00:51:06,2.8
4111,2018:01:20 01:05:33,2.9
4112,2018:01:20 01:13:49,3.0
4113,2018:01:20 01:17:54,3.0
4114,2018:01:20 01:19:58,3.0
4115,2018:01:20 01:24:06,3.1
4116,2018:01:20 01:32:22,3.2
4117,2018:01:20 01:36:28,2.7
4118,2018:01:20 01:44:44,2.8
4119,2018:01:20 02:03:13,2.8
4120,2018:01:20 02:01:09,2.9
4121,2018:01:20 02:11:27,2.9
4122,2018:01:20 02:07:20,2.9
4123,2018:01:20 02:09:25,3.0
4124,2018:01:20 02:19:43,3.0
4125,2018:01:20 02:27:58,3.1
4126,2018:01:20 02:34:10,2.7
4127,2018:01:20 02:38:17,2.8
4128,2018:01:20 02:50:40,2.9
4129,2018:01:20 02:56:51,3.3
4130,2018:01:20 02:58:55,2.9
4131,2018:01:20 03:03:03,3.0
4132,2018:01:20 03:09:13,3.1
4133,2018:01:20 03:15:23,3.2
4134,2018:01:20 03:21:35,3.3
4135,2018:01:20 03:27:46,3.4
4136,2018:01:20 03:36:02,3.1
4137,2018:01:20 03:38:05,3.2
4138,2018:01:20 03:46:19,3.3
4139,2018:01:20 03:54:35,3.4
4140,2018:01:20 04:02:48,3.5
4141,2018:01:20 04:08:58,3.6
4142,2018:01:20 04:15:08,3.7
4143,2018:01:20 04:21:20,3.8
4144,2018:01:20 04:27:30,3.2
4145,2018:01:20 04:29:34,3.9
4146,2018:01:20 04:33:41,4.0
4147,2018:01:20 04:39:51,3.6
4148,2018:01:20 04:37:47,3.5
4149,2018:01:20 04:46:02,3.7
4150,2018:01:20 04:54:18,3.8
4151,2018:01:20 05:00:29,3.9
4152,2018:01:20 05:06:40,4.0
4153,2018:01:20 05:12:49,4.1
4154,2018:01:20 05:19:00,4.2
4155,2018:01:20 05:25:10,4.3
4156,2018:01:20 05:31:21,4.4
4157,2018:01:20 05:37:30,4.0
4158,2018:01:20 05:35:27,4.0
4159,2018:01:20 05:39:33,4.1
4160,2018:01:20 05:47:49,4.2
4161,2018:01:20 05:54:00,4.3
4162,2018:01:20 06:02:14,4.4
4163,2018:01:20 06:08:25,4.5
4164,2018:01:20 06:16:39,4.6
4165,2018:01:20 06:29:01,4.8
4166,2018:01:20 06:22:51,4.7
4167,2018:01:20 06:35:12,4.3
